,x,xdot
1e-06,-2e-07,-0.200001
6e-06,-1.20001e-06,-0.200005
3.1e-05,-6.20038e-06,-0.200025
0.000156,-3.12097e-05,-0.200125
0.000781,-0.000156444,-0.200623
0.003906,-0.000787258,-0.20309000000000002
0.019531,-0.00405308,-0.214743
0.0740002,-0.0166629,-0.24559899999999998
0.140982,-0.03373230000000001,-0.259169
0.20796399999999998,-0.0506595,-0.240362
0.274946,-0.0650751,-0.183153
0.341928,-0.0741974,-0.081223
0.40891,-0.07480410000000001,0.0723369
0.475893,-0.0631761,0.285566
0.533235,-0.040255,0.5229779999999999
0.590577,-0.00207654,0.8191350000000001
0.6479199999999999,0.054982500000000004,1.18306
0.698117,0.123678,1.5641200000000002
0.748314,0.21304,2.0064
0.798511,0.32603499999999996,2.50342
0.8493719999999999,0.46688199999999996,3.03613
0.8942399999999999,0.613318,3.4821
0.931744,0.74988,3.7849199999999996
0.969249,0.8957290000000001,3.9682800000000005
1.00104,1.02261,3.9924199999999996
1.03282,1.14804,3.8751900000000004
1.06461,1.26746,3.61674
1.0964,1.3767,3.23953
1.12847,1.47338,2.77927
1.16055,1.55467,2.28725
1.1926299999999999,1.62025,1.80708
1.22471,1.6710599999999998,1.36972
1.25894,1.71088,0.9684860000000001
1.28793,1.7347299999999999,0.685286
1.31692,1.75109,0.451167
1.34591,1.76131,0.260484
1.3749,1.76655,0.106581
1.4038899999999999,1.76778,-0.017106
1.43289,1.7657900000000002,-0.116472
1.4618799999999998,1.76121,-0.196511
1.49195,1.75426,-0.263453
1.52344,1.7450400000000001,-0.319859
1.55661,1.7336099999999999,-0.367508
1.59171,1.7199799999999998,-0.407748
1.62896,1.7041400000000002,-0.441564
1.6685900000000002,1.68606,-0.46959399999999996
1.7108,1.6657400000000002,-0.492134
1.7557200000000002,1.6432200000000001,-0.5091479999999999
1.8034299999999999,1.6186399999999999,-0.520277
1.85395,1.5922100000000001,-0.5248729999999999
1.90727,1.56426,-0.522036
1.9634599999999998,1.53521,-0.5106390000000001
2.0227,1.5055399999999999,-0.48932700000000007
2.08535,1.47586,-0.45648299999999997
2.15211,1.44687,-0.41017299999999995
2.22416,1.4194799999999999,-0.348052
2.30364,1.39496,-0.267173
2.3952,1.37519,-0.16326500000000002
2.51543,1.36399,-0.0244575
2.64966,1.36981,0.103451
2.74631,1.38276,0.158047
2.82786,1.39642,0.17163399999999998
2.90941,1.4098899999999999,0.153524
2.97919,1.41935,0.11407300000000001
3.04897,1.42536,0.05520269999999999
3.11875,1.42667,-0.0197818
3.18853,1.4223,-0.10749700000000001
3.25831,1.41145,-0.204987
3.3324599999999998,1.39215,-0.316833
3.41345,1.36127,-0.447007
3.5051400000000004,1.31316,-0.604291
3.60943,1.24013,-0.799696
3.70151,1.1577,-0.9952040000000001
3.79359,1.0557299999999998,-1.22771
3.8856699999999997,0.9296540000000001,-1.5247600000000001
3.95866,0.8074680000000001,-1.83834
4.01486,0.6956359999999999,-2.1548
4.06186,0.586723,-2.49233
4.10285,0.477285,-2.8597599999999996
4.14385,0.351063,-3.31439
4.17735,0.2327,-3.76384
4.21086,0.0979816,-4.29143
4.2443599999999995,-0.0557222,-4.89579
4.2778599999999996,-0.230719,-5.5568800000000005
4.31137,-0.428129,-6.22115
4.3375,-0.596895,-6.67807
4.3602,-0.752053,-6.9736199999999995
4.3829,-0.912334,-7.12091
4.40275,-1.05365,-7.091010000000001
4.4226,-1.1927,-6.8914800000000005
4.44244,-1.32607,-6.5199
4.46229,-1.4505,-5.99486
4.48422,-1.5743200000000002,-5.28217
4.50367,-1.67035,-4.58483
4.52313,-1.7526400000000002,-3.8761099999999997
4.54258,-1.8213599999999999,-3.19652
4.5620400000000005,-1.8773900000000001,-2.57492
4.58444,-1.9279,-1.95175
4.60331,-1.9604400000000002,-1.5089700000000001
