,x,xdot
1e-06,6.04e-10,0.000608
6e-06,3.744e-09,0.000647999
3.1e-05,2.24439e-08,0.000847993
0.000156,1.9094000000000001e-07,0.00184794
0.000781,2.9082e-06,0.00684713
0.003906,6.33456e-05,0.0318289
0.019531,0.00153449,0.156375
0.09765599999999999,0.0377971,0.7689600000000001
0.21544699999999997,0.180957,1.6525400000000001
0.33323800000000003,0.424221,2.46053
0.400631,0.603759,2.85569
0.454866,0.765778,3.10613
0.500997,0.912583,3.2448599999999996
0.547128,1.0636700000000001,3.2866699999999995
0.5838300000000001,1.18353,3.23025
0.620533,1.29961,3.07787
0.652414,1.39445,2.8580799999999997
0.684296,1.4809299999999999,2.55228
0.716178,1.55629,2.16103
0.744214,1.61127,1.75153
0.772251,1.6540099999999998,1.2899
0.800288,1.68323,0.7888
0.828324,1.69802,0.264007
0.856361,1.6979799999999998,-0.266727
0.8843979999999999,1.68318,-0.785139
0.912434,1.6542299999999999,-1.274
0.940471,1.61216,-1.71848
0.968508,1.55839,-2.1072
0.9965450000000001,1.4945899999999999,-2.4327099999999997
1.0245799999999998,1.4226,-2.69158
1.05352,1.34168,-2.8891299999999998
1.08376,1.25211,-3.02373
1.11564,1.15441,-3.09363
1.1496,1.04908,-3.0977900000000003
1.18623,0.936582,-3.0356400000000003
1.22633,0.817261,-2.90643
1.27115,0.691249,-2.70802
1.32289,0.558087,-2.4339
1.38648,0.41499300000000006,-2.0623299999999998
1.48319,0.24382399999999999,-1.47718
1.5799,0.128802,-0.905783
1.67661,0.0676025,-0.365858
1.7903799999999999,0.05979299999999999,0.21882100000000002
1.9323400000000002,0.13760799999999998,0.860073
2.04088,0.25408800000000004,1.27406
2.1301,0.380675,1.5530000000000002
2.2062,0.506108,1.73289
2.27267,0.624896,1.8309099999999998
2.33914,0.7478779999999999,1.85589
2.39292,0.8467370000000001,1.8091099999999998
2.44671,0.9412159999999999,1.69157
2.49375,1.01711,1.5251
2.5407900000000003,1.08374,1.29765
2.58783,1.13828,1.0123799999999998
2.6348700000000003,1.1782,0.677654
2.67596,1.1995,0.35526399999999997
2.71705,1.20718,0.0169637
2.75814,1.20085,-0.324378
2.79924,1.18066,-0.655894
2.84033,1.14724,-0.9660270000000001
2.88142,1.10169,-1.24561
2.92252,1.04538,-1.48854
2.96489,0.9777170000000001,-1.6976799999999999
3.00889,0.8990610000000001,-1.8706599999999998
3.055,0.8094859999999999,-2.00739
3.10387,0.70872,-2.10966
3.15639,0.595881,-2.18123
3.21392,0.468933,-2.22789
3.2787800000000002,0.32338,-2.2579599999999997
3.35586,0.148347,-2.2835099999999997
3.45961,-0.0906047,-2.3252
3.56892,-0.347725,-2.37845
3.6545300000000003,-0.5524479999999999,-2.397
3.71695,-0.7014640000000001,-2.3692900000000003
3.77109,-0.828011,-2.29635
3.8252300000000004,-0.9489780000000001,-2.1604200000000002
3.87026,-1.04261,-1.98878
3.9153,-1.1272,-1.7580099999999999
3.9603300000000004,-1.20004,-1.46728
3.9992699999999997,-1.2515399999999999,-1.17117
4.03822,-1.29082,-0.8410350000000001
4.07717,-1.31675,-0.48744799999999994
4.11611,-1.32866,-0.123649
4.15506,-1.32644,0.23569299999999999
4.19401,-1.31055,0.575952
4.23295,-1.28199,0.884
4.2719,-1.24224,1.1493799999999998
4.31085,-1.1931100000000001,1.3650200000000001
4.3497900000000005,-1.1366100000000001,1.52739
4.39016,-1.07251,1.63916
4.4326099999999995,-1.00148,1.6975799999999999
4.4778199999999995,-0.9244690000000001,1.6993599999999998
4.52671,-0.8425950000000001,1.64078
4.58066,-0.757178,1.51641
4.64216,-0.669805,1.31574
4.71762,-0.581767,1.00865
4.81074,-0.507839,0.570921
4.8929,-0.47790600000000005,0.154611
4.97506,-0.482749,-0.273279
5.05722,-0.52274,-0.6985239999999999
5.13938,-0.597004,-1.10435
5.22154,-0.70303,-1.46689
5.3036900000000005,-0.835888,-1.75035
5.36632,-0.950098,-1.88255
5.41868,-1.0499,-1.9159400000000002
5.47104,-1.14923,-1.8621900000000002
5.51369,-1.2263899999999999,-1.7451
5.5563400000000005,-1.29708,-1.55831
5.59898,-1.35833,-1.30308
5.63525,-1.40089,-1.0373700000000001
5.67151,-1.4331200000000002,-0.735178
5.70777,-1.4539,-0.407465
5.74403,-1.46252,-0.0674802
5.78029,-1.45882,0.270336
5.81656,-1.4431200000000002,0.591648
5.8528199999999995,-1.41626,0.8835139999999999
5.88908,-1.37952,1.13543
5.92534,-1.33449,1.33999
5.96161,-1.2829700000000002,1.49309
5.99913,-1.2248299999999999,1.5963200000000002
6.03866,-1.16054,1.6464400000000001
6.08096,-1.09085,1.63883
6.12714,-1.0165799999999998,1.56751
6.1793,-0.938351,1.4220899999999999
6.2428300000000005,-0.855507,1.1749100000000001
6.3142,-0.783454,0.836038
6.3772199999999994,-0.741065,0.506093
6.440230000000001,-0.719912,0.164492
